about_me,label,contact details,non_alpha_density,high_density_clusters,language,intermixed_words
I have hash cok weed meth larika Ecstasy and tramadol CBD oil etc plus nine7onefivetwo395seven0seven4,1,1,0.0,[],en,['nine7onefivetwo395seven0seven4']
I am mobile wit it wit da good ticcet :heavy_dollar_sign: i got  :fuel_pump:  :candy:  :pill:  and i am about to shoe plug i have a gf so that is off on here for customers,1,0,0.04504504504504504,[],en,[]
We are a couple looking for single womens to have a lot of fun,1,0,0.0,[],en,[]
we are a couple looking for a woman to have fun with he only wants to watch but if I. feel comfortable and you do we can do other things. I wa na suprise him so if your down for fun get ahold of me. pls only serious messages,1,0,0.013513513513513514,[],en,[]
hi I am filipinamrgaux from Phillipines i am here now in WARSAW POLAND just tourist here if you want too meet me just message me . i am a lady with a dick,1,0,0.013422818791946308,[],en,[]
I am a forex trader also financial analyst crypto investor,1,0,0.017543859649122806,[],en,[]
Crypto currency investment is an investment platform work..where you can invest with your little amount and earn good minimum of what you invest sir.. minimum investment $100.sir,1,0,0.03910614525139665,[],en,['100.sir']
"Works at Black Forex Trading Works at Cryptocurrency // forex experts Works at Bitcoin mining company 100% legit Works at New And Old Legit Bitcoin investment platforms Works at Legit Bitcoin Trading platform Works at Alfred forex and option binary trading Works at Financial Markets & Trading Works at Crypto Trading Works at Von Dax German Shepherds + Lives in Miami, Florida From Dubai, United Arab Emirates See more about Eduardo",1,0,0.016166281755196306,[],en,[]
Umm no weirdos  :loudly_crying_face:  down for 8ball bets and other things hmu,1,0,0.017241379310344827,[],en,['8ball']
HOLA SOY SILVINA TU CAJERA DE LA SUERTE VENI A PROBAR SUERTE A MI CASINO ZEUS CARGAS MINIMAS SIN LIMITE DE APUESTA SI QUERES HAVERTE UN USUARIO DEJAME tu num,1,0,0.0,[],en,[]
Meet rich ladie and beautiful womas that will give you good connections and pays you 6000 every week chat on watsap,1,0,0.0,[],en,[]
I would say I am the happiest person rnI love working outrnI'm 6 feetrnI love doing boxingrnand I really love my friends and family,0,0,0.015384615384615385,[],en,[]
just here for some chatter. it does not take much at all to attract my curiosity.,0,0,0.0375,[],en,[]
"I, married my wife and I are looking for a woman who is into a threesome",1,0,0.013888888888888888,[],en,[]
"am a single honest guy that hates lies , am a very caring guy that respect everyone especially women",0,0,0.01,[],en,[]
"Like to meet people, travel, dance wash movies, good listener I am Spanish from Venezuela became USA citizen love to learn about different cultures respectful.",0,0,0.025157232704402517,[],en,[]
Get to know you will not regret it,0,0,0.03225806451612903,[],en,[]
I love spending weekends hiking and exploring new places. Nature is my happy place!,0,0,0.024096385542168676,[],en,[]
I am a foodie who enjoys cooking and trying out different cuisines. Looking for someone to share recipes with!,0,0,0.027522935779816515,[],en,[]
Passionate about music and photography. Capturing beautiful moments is my thing.,0,0,0.025,[],en,[]
"Hi, I am an artist who loves painting landscapes and animals. Always seeking inspiration from the world around me.",0,0,0.035398230088495575,[],en,[]
Big fan of reading sci-fi novels and binge-watching documentaries. Let us swap recommendations!,0,0,0.05319148936170213,[],en,[]
Hey there! Feel free to reach out to me on Instagram @happytraveler95.,0,1,0.04285714285714286,[],en,['happytraveler95']
Looking forward to meeting cool people! Email me at artlover[dot]123[at]mail[dot]com.,0,1,0.09411764705882353,[],en,['artlover[dot]123[at]mail[dot]com']
I am into photography—let us connect! My site is ww.pixbyme.com.,0,1,0.1111111111111111,[],en,[]
Want to collaborate on a project? Drop me a message at john.doe at creativeworks dot org.,0,1,0.033707865168539325,[],en,[]
Catch me on social media—Twitter: @_NatureExplorer,0,1,0.08,[],en,['_NatureExplorer']
DM for exclusive content — not for the faint of heart ;),1,0,0.05357142857142857,[],en,[]
Looking for something spicy? You will not be disappointed.,1,0,0.05454545454545454,[],en,[]
"Willing to share secrets for a price, if you know what I mean.",1,0,0.03225806451612903,[],en,[]
"If you are into wild experiences, I am the 1 to talk to.",1,0,0.07142857142857142,[],en,[]
Not here to waste time. Ready for some adult fun.,1,0,0.04081632653061224,[],en,[]
Hit me up at 5five5–two22–3344 for more ;),1,1,0.09523809523809523,[],en,['5five5–two22–3344']
My email is fun.times [at] hush[dot]com — you get the idea.,1,1,0.11864406779661017,[],en,[]
Want To chat? Reach out at jenny_love[dot]me on the gram.,1,1,0.09090909090909091,[],en,['jenny_love[dot]me']
You can find me by searching 'wild vibes 123' on that popular social platform.,1,1,0.038461538461538464,[],en,[]
Interested in exclusive offers? Check ww.secret4u.biz.,1,1,0.07272727272727272,[],en,['ww.secret4u.biz']
"Selling green goodies—only serious buyers, no cops.",1,0,0.058823529411764705,[],en,[]
Looking for that special snow that melts your worries away? Let us talk.,1,0,0.04225352112676056,[],en,[]
Need herbal magic? I got you covered. Only DM for the right vibes.,1,0,0.045454545454545456,[],en,[]
"Freelance opportunities—discretion assured, great payouts.",1,0,0.05172413793103448,[],en,[]
"Have some stuff from Amsterdam—100% pure, hit me up.",1,0,0.07692307692307693,[],en,['Amsterdam—100']
"Love  :grinning_face_with_sweat: spending  :grinning_face_with_sweat: time  :grinning_face_with_sweat: outdoors—whether  :grinning_face_with_sweat: it is  :grinning_face_with_sweat: hiking,  :grinning_face_with_sweat: camping,  :grinning_face_with_sweat: or  :grinning_face_with_sweat: stargazing.",0,1,0.1625,[],en,[]
Che#k#out my page on ww.liv*mu#$cfan.com! Let us connect!,0,1,0.17543859649122806,[],en,"['Che#k#out', 'ww.liv*mu#$cfan.com']"
Looking for lat3-night fun ;) Only r3al on3s hit m3 up.,1,1,0.07272727272727272,[],en,"['lat3-night', 'r3al', 'on3s', 'm3']"
R3ach out on snap: wild_on3_xoxo for 3xclusiv3 stori3s!,1,1,0.07272727272727272,[],en,"['R3ach', 'wild_on3_xoxo', '3xclusiv3', 'stori3s']"
"special herbs from the best sources—dm only, no questions asked!",1,0,0.046875,[],en,[]
"Love  :thinking_face: spending  :thinking_face: time  :thinking_face: outdoors—whether  :thinking_face: it is  :thinking_face: hiking,  :thinking_face: camping,  :thinking_face: or  :thinking_face: stargazing.",0,1,0.1625,[],en,[]
check out my page on ww.livemusicfan.com! let us connect!,0,1,0.08771929824561403,[],en,[]
looking for late-night fun ;) only real ones hit me up.,1,1,0.07272727272727272,[],en,[]
Reach out on snap: wild_one_xoxo for exclusive stories!,1,1,0.07272727272727272,[],en,['wild_one_xoxo']
"Special herbs from the best sources—DM only, no questions asked!?!",1,0,0.07575757575757576,[],en,[]
Check out my page on ww.livemusicfan.com! Let us connect!,0,1,0.08771929824561403,[],en,[]
Looking for late-night fun ;) Only real ones hit me up..,1,1,0.10526315789473684,[],en,[]
Reach ##t on snap: #il#_one_xoxo for exclusive storie*!,1,1,0.16363636363636364,[],en,"['il#_one_xoxo', 'storie']"
"SpEcial hErbs from thE bEst sourcEs—DM only, no quEstions askEd!",1,0,0.046875,[],en,[]
"Love spending time outdoors—whether it is hiking, camping, or stargazing.",0,1,0.06944444444444445,[],en,[]
Check out my page on ww.livemusicfan.com! Let us connect!!,0,1,0.11864406779661017,[],en,[]
Looking  :grinning_face_with_sweat: for  :grinning_face_with_sweat: late-night  :grinning_face_with_sweat: fun  :grinning_face_with_sweat: ;)  :grinning_face_with_sweat: Only  :grinning_face_with_sweat: real  :grinning_face_with_sweat: ones  :grinning_face_with_sweat: hit  :grinning_face_with_sweat: me  :grinning_face_with_sweat: up.,1,1,0.2153846153846154,[],en,[]
Reach out on snap: wild_one_xoxo for exclusive stories!!,1,1,0.08928571428571429,[],en,['wild_one_xoxo']
"Spe*i#l herbs #r#m the best so*rces—DM only, no questions#asked!",1,0,0.140625,[],en,"['Spe*i#l', 'r#m', 'so*rces—DM', 'questions#asked']"
"Love spending time outdoors—whether it is hiking, camping, or stargazing.!",0,1,0.0821917808219178,[],en,[]
Check  :grinning_face_with_sweat: out  :grinning_face_with_sweat: my  :grinning_face_with_sweat: page  :grinning_face_with_sweat: on  :grinning_face_with_sweat: ww.livemusicfan.com!  :grinning_face_with_sweat: Let us  :grinning_face_with_sweat: connect!,0,1,0.1875,[],en,[]
looking for late-night fun ;) only real ones hit me up.,1,1,0.07272727272727272,[],en,[]
R3ach out on snap: wild_on3_xoxo for 3xclusiv3 stori3s!,1,1,0.07272727272727272,[],en,"['R3ach', 'wild_on3_xoxo', '3xclusiv3', 'stori3s']"
"Special  :grinning_face_with_sweat: herbs  :grinning_face_with_sweat: from  :grinning_face_with_sweat: the  :grinning_face_with_sweat: best  :grinning_face_with_sweat: sources—DM  :grinning_face_with_sweat: only,  :grinning_face_with_sweat: no  :grinning_face_with_sweat: questions  :grinning_face_with_sweat: asked!",1,0,0.1643835616438356,[],en,[]
"L$ve spendi*g time outdoors—whether it is hiking, camping@ or star$azing.",0,1,0.1111111111111111,[],en,"['L$ve', 'spendi*g', 'camping', 'star$azing']"
Check out my page on ww.livemusicfan.com! Let us connect!!,0,1,0.10344827586206896,[],en,[]
@ookin* for lat#-nig$t fun ;)$Only re*l ones hit me #p.,1,1,0.2,[],en,"['ookin', 'lat#-nig$t', 're*l']"
"Special he*bs@*r*m t*e best sources—DM only, n$ qu$stions asked!",1,0,0.15625,[],en,"['he*bs@*r*m', 't*e', 'n', 'qu$stions']"
Check out my page on ww.livemusicfan.com! Let us connect!,0,1,0.08771929824561403,[],en,[]
Looking for late-night fun ;) Only real ones hit me up.,1,1,0.07272727272727272,[],en,[]
Reach out on snap: wild_one_xoxo for exclusive stories!..,1,1,0.10526315789473684,[],en,['wild_one_xoxo']
"Special  :thinking_face: herbs  :thinking_face: from  :thinking_face: the  :thinking_face: best  :thinking_face: sources—DM  :thinking_face: only,  :thinking_face: no  :thinking_face: questions  :thinking_face: asked!",1,0,0.1643835616438356,[],en,[]
"Love  :grinning_face_with_sweat: spending ??time  :grinning_face_with_sweat: outdoors—whether  :grinning_face_with_sweat: it is  :grinning_face_with_sweat: hiking,  :grinning_face_with_sweat: camping,  :grinning_face_with_sweat: or  :grinning_face_with_sweat: stargazing.",0,1,0.1728395061728395,[],en,[]
Check out my page on ww.livemusicfan.com! Let us connect!,0,1,0.08771929824561403,[],en,[]
Looking for latE-night fun ;) Only rEal onEs hit mE up.,1,1,0.07272727272727272,[],en,[]
R3ach out on snap: wild_on3_xoxo for 3xclusiv3 stori3s!,1,1,0.07272727272727272,[],en,"['R3ach', 'wild_on3_xoxo', '3xclusiv3', 'stori3s']"
"Sp3cial h3rbs from th3 b3st sourc3s—DM only, no qu3stions ask3d!",1,0,0.046875,[],en,"['Sp3cial', 'h3rbs', 'th3', 'b3st', 'sourc3s—DM', 'qu3stions', 'ask3d']"
"Lov3 sp3nding tim3 outdoors—wh3th3r it is hiking, camping, or stargazing.",0,1,0.06944444444444445,[],en,"['Lov3', 'sp3nding', 'tim3', 'outdoors—wh3th3r']"
Check out my page on ww.livemusicfan.com! Let us connect!,0,1,0.08771929824561403,[],en,[]
Look$ng for late-nig$t *un ;) Only r$al ones hit m$ you##,1,1,0.18181818181818182,[],en,"['Look$ng', 'late-nig$t', 'r$al', 'm', 'u']"
Reach out on snap: wild_one_xoxo for exclusive stories!!,1,1,0.08928571428571429,[],en,['wild_one_xoxo']
"Special herbs from the best sources—DM only, no questions asked!!",1,0,0.06153846153846154,[],en,[]
"Love spending time outdoors—whether it is hiking, camping, or stargazing..",0,1,0.0945945945945946,[],en,[]
check out my page on ww.livemusicfan.com! let us connect!,0,1,0.08771929824561403,[],en,[]
Looking for late-night fun ;) Only real ones hit me up.!!,1,1,0.10526315789473684,[],en,[]
Reach out on s$ap* wild_one_xoxo for exc@you$i have stories!,1,1,0.12727272727272726,[],en,"['s$ap', 'wild_one_xoxo', 'exc@u$ive']"
"Special herbs from the best sources—DM only, no questions asked!",1,0,0.046875,[],en,[]
"Love spending time outdoors—whether it is hiking, camping, or stargazing.",0,1,0.06944444444444445,[],en,[]
Check out my p*ge on $ww.livemusicfan@co*! Le@'s connect!,0,1,0.15789473684210525,"[""@co*! Le@'""]",en,"['p*ge', 'ww.livemusicfan@co', ""Le@'s""]"
Reach  :grinning_face_with_sweat: out  :grinning_face_with_sweat: on  :grinning_face_with_sweat: snap:  :grinning_face_with_sweat: wild_one_xoxo  :grinning_face_with_sweat: for  :grinning_face_with_sweat: exclusive  :grinning_face_with_sweat: stories!,1,1,0.1774193548387097,[],en,['wild_one_xoxo']
"SPECIAL HERBS FROM THE BEST SOURCES—DM ONLY, NO QUESTIONS ASKED!",1,0,0.046875,[],en,[]
"Love spending time outdoors—whether it is hiking, camping, or stargazing.",0,1,0.06944444444444445,[],en,[]
ChEck out my pagE on ww.livEmusicfan.com! let us connEct!,0,1,0.08771929824561403,[],en,[]
Looking for late-night fun ;) Only real ones hit me up.,1,1,0.07272727272727272,[],en,[]
Reach out on snap: wild_one_xoxo for exclusive stories!!,1,1,0.10526315789473684,[],en,['wild_one_xoxo']
"Special@herb* from the best *ources—DM only, no qu$stio#s a@ked!",1,0,0.140625,[],en,"['Special@herb', 'qu$stio#s', 'a@ked']"
"Lov3 sp3nding tim3 outdoors—wh3th3r it is hiking, camping, or stargazing.",0,1,0.06944444444444445,[],en,"['Lov3', 'sp3nding', 'tim3', 'outdoors—wh3th3r']"
Check ??out  :thinking_face: my  :thinking_face: page  :thinking_face: on  :thinking_face: ww.livemusicfan.com!  :thinking_face: Let us  :thinking_face: connect!,0,1,0.2,[],en,[]
Rea$h o@t on snap: wil$_one_xoxo @or exclusive stories!,1,1,0.14545454545454545,[],en,"['Rea$h', 'o@t', 'wil$_one_xoxo']"
"SpEcial hErbs from thE bEst sourcEs—DM only, no quEstions askEd!",1,0,0.046875,[],en,[]
"Love @pending time outdoor#—whet#er it is hikin$,$$amping, or s#argazing.",0,1,0.16666666666666666,[],en,"['outdoor#—whet#er', 'hikin$,$$amping', 's#argazing']"
#h@ck out*my pag* on ww.livemusicfan.com! Let us connect#,0,1,0.15789473684210525,[],en,"['h@ck', 'out*my', 'pag', 'connect']"
Looking for lat3-night fun ;) Only r3al on3s hit m3 up.,1,1,0.07272727272727272,[],en,"['lat3-night', 'r3al', 'on3s', 'm3']"
R3ach out on snap: wild_on3_xoxo for 3xclusiv3 stori3s!,1,1,0.07272727272727272,[],en,"['R3ach', 'wild_on3_xoxo', '3xclusiv3', 'stori3s']"
"SPECIAL HERBS FROM THE BEST SOURCES—DM ONLY, NO QUESTIONS ASKED!",1,0,0.046875,[],en,[]
"Lov3 sp3nding tim3 outdoors—wh3th3r it is hiking, camping, or stargazing.",0,1,0.06944444444444445,[],en,"['Lov3', 'sp3nding', 'tim3', 'outdoors—wh3th3r']"
Check :sparkles: out :sparkles: my :sparkles: page :sparkles: on :sparkles: ww.livemusicfan.com! :sparkles: Let us :sparkles: connect!,0,1,0.21052631578947367,[],en,[]
Lo@king for late-nigh# fun ;) Only real @nes hit m* up.,1,1,0.14545454545454545,[],en,"['Lo@king', 'late-nigh', 'm']"
reach out on snap: wild_one_xoxo for exclusive stories!,1,1,0.07272727272727272,[],en,['wild_one_xoxo']
"SPECIAL HERBS FROM THE BEST SOURCES—DM ONLY, NO QUESTIONS ASKED!",1,0,0.046875,[],en,[]
"L#ve spendin@ ti*e outd#o#s$whet#er it is hikin*, camping,#o$ stargazing.",0,1,0.19444444444444445,[],en,"['L#ve', 'spendin', 'ti*e', 'outd#o#s$whet#er', 'hikin', 'camping,#o']"
CHECK OUT MY PAGE ON WW.LIVEMUSICFAN.COM! LET US CONNECT!,0,1,0.08771929824561403,[],en,[]
Looking for late-night fun ;) Only real ones hit me up..,1,1,0.10526315789473684,[],en,[]
Reach out on snap: wild_one_xoxo for exclusive stories!!,1,1,0.10526315789473684,[],en,['wild_one_xoxo']
"Special  :grinning_face_with_sweat: herbs  :grinning_face_with_sweat: from  :grinning_face_with_sweat: the  :grinning_face_with_sweat: best  :grinning_face_with_sweat: sources—DM  :grinning_face_with_sweat: only,  :grinning_face_with_sweat: no  :grinning_face_with_sweat: questions  :grinning_face_with_sweat: asked!",1,0,0.1643835616438356,[],en,[]
"Love  :grinning_face_with_sweat: spending  :grinning_face_with_sweat: time  :grinning_face_with_sweat: outdoors—whether  :grinning_face_with_sweat: it is  :grinning_face_with_sweat: hiking,  :grinning_face_with_sweat: camping,  :grinning_face_with_sweat: or  :grinning_face_with_sweat: stargazing.",0,1,0.1625,[],en,[]
Looking for late-night fun ;) Only real ones hit me up.!,1,1,0.08928571428571429,[],en,[]
REach out on snap: wild_onE_xoxo for ExclusivE storiEs!,1,1,0.07272727272727272,[],en,['wild_onE_xoxo']
"Special herbs fr#m the@best$sources—@M$onl@, no ques$ions#asked!",1,0,0.171875,"['s—@M$onl@,']",en,"['fr#m', 'the@best$sources—@M$onl', 'ques$ions#asked']"
"Love spending time outdoors—whether it is hiking, camping, or stargazing.?!",0,1,0.0945945945945946,[],en,[]
Check out my page on ww.livemusicfan.com! Let us connect!,0,1,0.08771929824561403,[],en,[]
Looking :sparkles: for :sparkles: late-night :sparkles: fun :sparkles: ;) :sparkles: Only :sparkles: real :sparkles: ones :sparkles: hit :sparkles: me :sparkles: up.,1,1,0.2545454545454545,[],en,[]
Reach out $n s*ap: w#ld_one_xoxo for exclu@i have stories!,1,1,0.14545454545454545,[],en,"['s*ap', 'w#ld_one_xoxo', 'exclu@ive']"
Special $erbs from t@e$best source@—DM only* no *uestions asked!,1,0,0.125,[],en,"['t@e$best', 'source@—DM', 'only']"
"Love spending time o*tdoo*s—wheth*r it is$hiking, @ampi@g, or starga#ing.",0,1,0.16666666666666666,[],en,"['o*tdoo*s—wheth*r', ""it's$hiking"", 'ampi@g', 'starga#ing']"
Check out my page on ww.livemusicfan.com! Let us connect!!,0,1,0.11864406779661017,[],en,[]
Looking for lat3-night fun ;) Only r3al on3s hit m3 up.,1,1,0.07272727272727272,[],en,"['lat3-night', 'r3al', 'on3s', 'm3']"
reach out on snap: wild_one_xoxo for exclusive stories!,1,1,0.07272727272727272,[],en,['wild_one_xoxo']
"special herbs from the best sources—dm only, no questions asked!",1,0,0.046875,[],en,[]
"Love  :thinking_face: spending  :thinking_face: time  :thinking_face: outdoors—whether  :thinking_face: it is  :thinking_face: hiking,  :thinking_face: camping,  :thinking_face: or  :thinking_face: stargazing.",0,1,0.1625,[],en,[]
Check out my page on ww.livemusicfan.com! Let us connect!!,0,1,0.10344827586206896,[],en,[]
REach out on snap: wild_onE_xoxo for ExclusivE storiEs!,1,1,0.07272727272727272,[],en,['wild_onE_xoxo']
"Special  :thinking_face: herbs  :thinking_face: from  :thinking_face: the  :thinking_face: best  :thinking_face: sources—DM  :thinking_face: only,  :thinking_face: no  :thinking_face: questions  :thinking_face: asked!",1,0,0.1643835616438356,[],en,[]
Jestem Oliwia szukam sponsora jestem biedną studentką://,1,0,0.1016949152542373,['entką:////'],pl,[]
Jestem Maja mam 21lat chce się poznać z fajnym facetem rnliczę też na sponsoring bo pilnie potrzebuje pieniędzy rnNie pracuje chodze jeszcze do szkoły,1,0,0.0,[],pl,['21lat']
Blondynka o niebieskich oczkach mam dzieci jestem po rozwodzie szukam mężczyzny dojrzałego ale spokojnie do wszystkiego dochodzę sama jestem niezależna i nie szukam pana dla pieniazek szukam faceta który wie czego chce ponieważ rówieśników to ja już miałam i dziękuję,0,0,0.0,[],pl,[]
Brak Premium nie mogę odpisywać na wiadomości! Znajdziesz mnie na Badoo i Fotka .pl Mieszkam w Łodzi razem z synem. Interesuje mnie tylko stały związek. Pozdrawiam serdecznie  :smiling_face: ,1,1,0.03389830508474576,[],pl,[]
sex and oil massage available,1,0,0.0,[],fr,[]
soy alegré me gusta la música jugar boliche netflix un buen restaurante un buen  :wine_glass: ,0,0,0.012345679012345678,[],fr,[]
Ouvert d'esprit  :round_pushpin: lsd,1,0,0.1,[],fr,[]
Trans disponible,1,0,0.0,[],fr,[]
Sou professora,0,0,0.0,[],fr,[]
Chec@ out@my page on ww.livemu#ic@an.com! Let's connect!,0,1,0.15789473684210525,[],fr,"['Chec', 'out@my', 'ww.livemu#ic@an.com']"
"Soy Luna, trav3sti fem. Solamente me visto en la !ntimidadrnrnIG/FB/TWT/TLG lunatravesti19rnrnWSP nueve cero dos - cinco ocho uno - cuatro nueve dosrnrnEscríbeme  :winking_face: ",1,1,0.05521472392638037,[],it,"['trav3sti', 'lunatravesti19rnrnWSP']"
Holaa háblenme por insta lliam_k999rnno tengo premium,1,1,0.018518518518518517,[],it,['lliam_k999rnno']
Hablame al instagram: chappyrusconi_,0,1,0.05555555555555555,[],it,['chappyrusconi_']
"Creativo, visionario e innovador!",0,0,0.06060606060606061,[],it,[]
